"airline","airport","arr_ent","dep_ent","yearly_passengers","hub_type","arr_del","dep_del"
"AA","ABQ",2.2829383721262,2.31735272773549,2479239,"Medium",19.3281938325991,10.7675317504141
"AA","ALB",2.58784445246409,2.69710330522313,1397839,"Small",14.0350877192982,10.3515625
"AA","AMA",2.75508085400891,3.10955571124689,340989,"Nonhub",20.6572769953052,12.2065727699531
"AA","ANC",2.42691793908575,2.84455062696363,2501286,"Medium",20.5574912891986,15.3310104529617
"AA","ATL",1.08284858845923,1.42503720517706,44817870,"Large",17.1759298663716,15.2311103530616
"AA","AUS",1.18069513571865,1.38096178057265,6779552,"Medium",16.4250162302532,13.2016067745087
"AA","BDL",1.52590030768734,1.84484964741722,3097000,"Medium",16.7201834862385,10.4247990815155
"AA","BNA",1.55482364511558,1.98445629508975,7035239,"Medium",14.4444444444444,13.552040617067
"AA","BOI",2.62812726243506,2.66411613640652,1801509,"Small",10.4450499545867,8.36363636363636
"AA","BOS",0.650585955387735,0.905971161084038,15481957,"Large",19.0321943511752,15.5847236498774
"AA","BUF",2.25951313539853,2.66346970668736,2356494,"Medium",14.2450142450142,12.7376425855513
"AA","BWI",1.55241321058192,2.01282156607078,12684344,"Large",16.6379310344828,12.4006908462867
"AA","BZN",2.78096018805637,2.97655557480002,598702,"Small",18.3206106870229,42.3076923076923
"AA","CHS",2.04356887195289,2.34001925877302,1949384,"Medium",15.3473344103393,13.614262560778
"AA","CLE",2.15616821775889,2.17270901853177,4401569,"Medium",14.8042414355628,12.4642419288925
"AA","CLT",1.21494241392145,1.50028488645078,20785356,"Large",12.3670752918876,16.0325182967399
"AA","CMH",1.95225694196527,2.12312594795954,3704541,"Medium",17.3485444531865,14.4378698224852
"AA","COS",2.4362387073484,2.56952597900122,852204,"Small",21.627408993576,14.2041399000714
"AA","CRP",3.02237815340713,3.16241008750746,320783,"Nonhub",16.1764705882353,5.88235294117647
"AA","CVG",2.70394583414354,2.86246998108487,3680221,"Medium",24.577861163227,14.4465290806754
"AA","DAB",2.7938002940456,2.80344992179329,344758,"Nonhub",0,0
"AA","DAY",2.65473021352177,2.79188273848872,933907,"Small",24.1791044776119,15.9940209267564
"AA","DCA",0.818799669942862,1.08945989505301,11390840,"Large",15.2807363048109,14.7979899497487
"AA","DEN",1.10356412075333,1.28725373058199,28903645,"Large",17.5347222222222,14.6687408491947
"AA","DFW",1.07167928237955,1.19887917134683,27862777,"Large",14.9335729972241,19.3567302262954
"AA","DSM",2.3032990589853,2.58257183169205,1274917,"Small",16.4324984728161,11.5479115479115
"AA","DTW",1.53293162686502,1.63801913553868,15375391,"Large",15.5839895013123,14.100032905561
"AA","EGE",1.91974241481696,1.9479012048907,155172,"Nonhub",22.1734357848518,18.6046511627907
"AA","ELP",2.17710580573986,2.66680024807551,1466345,"Small",18.952802359882,12.9342202512934
"AA","EWR",1.40421175852078,1.42550624448229,15327436,"Large",27.4399248221238,18.4578183772166
"AA","FAT",2.43101251200772,2.75079751291308,650815,"Small",20.6802721088435,13.469387755102
"AA","FLL",1.39003114778166,1.52662120196979,12419785,"Large",15.8846806105144,12.984441301273
"AA","GEG",2.57908222258622,2.57622114479039,1700983,"Small",9.34371523915462,8.59375
"AA","GSO",3.03006151345736,2.91467114062486,881109,"Small",4.25531914893617,9.57446808510638
"AA","GSP",2.63834570835729,2.64695440811297,1035938,"Small",19.7297297297297,17.8861788617886
"AA","GUC",2.37491234123122,2.6089381827439,32392,"Nonhub",23.2876712328767,19.0140845070423
"AA","HDN",2.60759966449262,2.95404630384705,94484,"Nonhub",16,22.5165562913907
"AA","HNL",1.35953211497673,1.85151770954758,7424983,"Medium",20.2339986235375,10.8417041912019
"AA","IAD",2.04497006667034,2.35228614323152,7371602,"Medium",19.7389240506329,17.5702413929561
"AA","IAH",1.06508857652297,1.33398682754186,14625107,"Large",16.0181123531909,13.371104815864
"AA","ICT",2.90080678305939,2.8694664406562,809842,"Small",23.7569060773481,10.4972375690608
"AA","ILM",2.32221441980165,2.57196978283169,418892,"Small",10.6432748538012,8.79249706916764
"AA","IND",1.82520980508569,1.82709298986783,4367415,"Medium",17.1444171444171,13.0815544608648
"AA","JAC",2.1958643738798,2.39615764139082,339024,"Nonhub",19.4805194805195,26.6233766233766
"AA","JAX",1.81385413142077,2.01694393436741,2703132,"Medium",16.9496758258722,12.3067408781694
"AA","JFK",0.903604966471153,1.15353110827422,13676143,"Large",23.0409777138749,19.7846889952153
"AA","KOA",1.95842041593727,2.24786251844536,1681142,"Small",19.1690273843248,12.0837297811608
"AA","LAS",1.04291231832569,1.12195378136593,21754529,"Large",18.8006262337486,15.2378356276407
"AA","LAX",0.759223131925018,1.1378845208732,29409829,"Large",19.4710156290837,18.0339869281046
"AA","LBB",2.9133005766785,2.88619319478481,464052,"Small",24.2990654205607,15.8878504672897
"AA","LGA",0.72823060656505,0.976072928587848,13589163,"Large",20.8904587070688,15.4440513870788
"AA","LIH",1.78726722222139,2.15368197290767,1502050,"Small",18.3212996389892,11.8074477747502
"AA","MCI",1.61930105218677,1.86074511426868,5775386,"Medium",16.1060546102097,10.4365079365079
"AA","MCO",1.05370045806981,1.18778583187202,19022844,"Large",17.8198136787094,17.2125554418287
"AA","MDT",2.52295305980848,2.88009478985406,576917,"Small",13.5135135135135,10.2514506769826
"AA","MEM",1.83184212899121,2.2703899821527,2122447,"Medium",15.5608755129959,12.0205479452055
"AA","MFE",2.34117910909392,2.74451237204882,322756,"Nonhub",17.9327521793275,13.2334581772784
"AA","MHT",3.08381632458705,3.1564141074325,971670,"Small",17.5,15
"AA","MIA",0.994045502416466,1.26256521980493,10371722,"Large",16.3019169329073,20.6435653440262
"AA","MKE",2.13775156076695,2.53681661070997,3417379,"Medium",19.1011235955056,14.1018766756032
"AA","MSP",1.07742830695529,1.37153777309846,17046950,"Large",15.8741258741259,13.1495971038188
"AA","MSY",1.31841610017287,1.74332125264456,6031426,"Medium",18.1958690459463,13.1493735041532
"AA","MTJ",2.9315243638532,2.73139110972247,122094,"Nonhub",19.8473282442748,24.4274809160305
"AA","MYR",2.74571319196311,2.94686884972408,1144900,"Small",6.13207547169811,6.13207547169811
"AA","OAK",2.67444998192418,2.66137934243093,6199519,"Medium",9.57128614157527,7.99200799200799
"AA","OGG",1.58769919669274,1.89816288694204,3264579,"Medium",20.1852754753779,11.0186092066601
"AA","OKC",2.10395138916948,2.32183013759266,1956400,"Medium",17.0347003154574,11.6745905969361
"AA","OMA",2.22024167677964,2.735962110124,2295573,"Medium",17.3384870237438,9.01050304035379
"AA","ONT",2.0453277564646,2.50028861116565,2232571,"Medium",16.0856935366739,10.4075691411936
"AA","ORD",0.892000165878301,1.20187205410824,32397952,"Large",15.3119842579662,19.5088676671214
"AA","ORF",2.07233368344373,2.46451287451082,1715525,"Small",15.1727591387081,12.1608040201005
"AA","PBI",1.55278432531611,1.83572698633856,3038458,"Medium",14.4849785407725,13.5513013551301
"AA","PDX",1.67680559099786,1.49682677560054,9091341,"Large",19.5139385275197,14.0401146131805
"AA","PHL",1.11463556450516,1.52915478157418,12609106,"Large",15.3711033562077,18.6892523364486
"AA","PHX",1.01174801166596,1.19600819152281,20580907,"Large",12.3804434945231,12.8195555555556
"AA","PIT",1.61529637206845,1.74199376449699,4245874,"Medium",14.9518499746579,9.75650997632736
"AA","PNS",2.42112231766553,2.75924306896765,850198,"Small",17.4887892376682,6.81818181818182
"AA","PSP",2.36374428018964,2.7723268551058,869822,"Small",17.0974155069582,12.2388059701493
"AA","PVD",1.67662817563551,2.38571246311802,1883749,"Medium",16.4078892152749,9.32773109243698
"AA","PWM",2.18970463854362,2.74683042833169,924703,"Small",12.5,11.2021857923497
"AA","RDU",1.39971935492476,1.55314560532048,5556987,"Medium",16.0145392345521,14.7584877369605
"AA","RIC",2.00314910270513,2.00661294225221,1819633,"Small",17.5540765391015,13.8146911519199
"AA","RNO",2.09776194271538,2.39833870774992,1944629,"Medium",16.2487945998071,10.6660231660232
"AA","ROC",2.65619071543518,2.4922069665066,1200895,"Small",15.5052264808362,10.6457242582897
"AA","RSW",1.56036481452658,1.69671365281446,4170956,"Medium",15.0844982265804,12.107904642409
"AA","SAN",1.17487088598551,1.78193727142752,10783376,"Large",17.6774903687397,11.7465224111283
"AA","SAT",1.42897394821743,1.78426503949275,4315831,"Medium",17.7215189873418,11.7559769167354
"AA","SAV",2.64656003002582,2.45982027992896,1196245,"Small",11.8790496760259,11.4718614718615
"AA","SBA",2.58393770675045,2.73290754264983,350631,"Nonhub",15.1291512915129,14.0221402214022
"AA","SDF",2.84256481240976,3.12329712908335,1714412,"Small",13.0081300813008,19.5918367346939
"AA","SEA",1.15245395284679,1.41261863144102,20273105,"Large",20.4498508147808,12.0644048303623
"AA","SFO",0.862993810961796,1.27124300446913,20565622,"Large",24.8378826722968,17.9324416232147
"AA","SJC",1.74478438437675,2.31644403357583,5841651,"Medium",13.8983878847093,9.93393687301199
"AA","SJU",1.19027011404728,1.4086497129421,3484584,"Medium",17.896148687488,14.1101938951814
"AA","SLC",1.79871510182575,2.03007593572228,11192766,"Large",17.0594594594595,11.1951588502269
"AA","SMF",1.53884233791903,1.95118107827704,5343834,"Medium",18.2443653618031,12.3486107812871
"AA","SNA",1.32973603460198,1.93374919259527,5029430,"Medium",12.6698313963005,10.9436435124509
"AA","STL",1.14633530894121,1.93651373282737,7341336,"Medium",17.6259946949602,12.5182530200451
"AA","STT",1.69014112021135,1.84138363067798,595722,"Small",20.1040988939493,17.1129980404964
"AA","STX",2.43350808661254,2.40779595972581,187990,"Nonhub",19.57928802589,15.7212317666126
"AA","SYR",2.64289628928327,2.84824383445523,1009548,"Small",16.6666666666667,12.597200622084
"AA","TPA",1.25423713910268,1.50099077910986,9198974,"Large",16.0915613255893,12.3504273504274
"AA","TUL",1.8835016623064,1.83941763339742,1407521,"Small",20.4152249134948,12.5562089242477
"AA","TUS",1.47288044004487,1.70457965389975,1677366,"Small",17.9931972789116,10.6014271151886
"AA","VPS",2.7399923302217,2.827043746604,568036,"Small",11.1969111969112,9.30232558139535
"AA","XNA",1.9179986751743,2.34664314912579,698464,"Small",41.1764705882353,58.8235294117647
"DL","ABE",2.61414911541325,2.81836448150871,329809,"Nonhub",13.5977337110482,7.6271186440678
"DL","ABQ",1.83628416174026,2.64221323096873,2479239,"Medium",12.8459900638751,6.81334279630944
"DL","AGS",2.15600719161266,2.31370586664176,282248,"Nonhub",16.354556803995,13.9650872817955
"DL","ALB",2.1023107033949,2.60803234513456,1397839,"Small",15.9256801592568,10.4318936877076
"DL","ANC",1.84602364231293,2.42005181005838,2501286,"Medium",16.3662932294204,9.74184120798831
"DL","ATL",0.766040462834864,0.934517087052334,44817870,"Large",12.479410018646,15.8565017924741
"DL","ATW",2.37990215023882,2.80265404703006,280282,"Nonhub",15.7469717362046,4.5945945945946
"DL","AUS",1.40882984595816,1.647673573957,6779552,"Medium",15.3158705701079,13.2582188609353
"DL","AVL",2.43200409505847,2.42258443889859,476881,"Small",15.5844155844156,8.6038961038961
"DL","AVP",2.51604927299393,2.92021387949411,257524,"Nonhub",13.8328530259366,6.35838150289017
"DL","BDL",1.41609068964303,1.7525450920288,3097000,"Medium",14.4819557625146,10.748426206575
"DL","BGR",2.91468021457053,3.13328827693601,266679,"Nonhub",16.8539325842697,23.5955056179775
"DL","BHM",1.31977030073597,1.67844658333828,1382980,"Small",14.1604417018513,10.974025974026
"DL","BIL",2.29181768400197,2.7716258811726,420262,"Small",11.7813383600377,4.52830188679245
"DL","BIS",2.60135060082649,2.72362284050234,274528,"Nonhub",14.3149284253579,7.99180327868853
"DL","BMI",3.13149298392736,3.1664867526105,161266,"Nonhub",6.45161290322581,3.2258064516129
"DL","BNA",1.17966368301753,1.52629973358674,7035239,"Medium",15.8287705326033,14.3378692333223
"DL","BOI",2.11376405354487,2.57429988826404,1801509,"Small",13.6744186046512,5.49348230912477
"DL","BOS",0.730404086956905,1.35277279192107,15481957,"Large",22.5390402731239,18.9662807616879
"DL","BTR",2.55956245759815,2.4879348104446,379514,"Small",7.5812274368231,12.3188405797101
"DL","BTV",3.03612981760422,2.84555508391067,576047,"Small",16.2079510703364,11.3149847094801
"DL","BUF",2.13174225910707,2.15148904819607,2356494,"Medium",14.4768856447689,12.4137931034483
"DL","BWI",1.25291078970895,1.42636326337395,12684344,"Large",13.9316718006161,13.7974506233366
"DL","BZN",2.09661252964321,2.62387443479778,598702,"Small",14.2857142857143,10.1930501930502
"DL","CAE",1.73761543556142,2.10340178456872,534855,"Small",14.2752562225476,8.71794871794872
"DL","CAK",2.03160136737378,2.47931548234735,614448,"Small",13.5048231511254,9.67741935483871
"DL","CHA",2.41183852374211,2.45931233969781,482116,"Small",17.6395939086294,9.87341772151899
"DL","CHO",2.22144902996248,3.08521765327858,332669,"Nonhub",14.1566265060241,6.62650602409639
"DL","CHS",1.36269904447818,1.54545168058005,1949384,"Medium",14.1718106995885,11.165423205557
"DL","CID",2.82969126120292,3.17151233938709,575392,"Small",13.2930513595166,5.4380664652568
"DL","CLE",1.52164861127464,1.73453672312773,4401569,"Medium",16.0768452982811,11.7369308600337
"DL","CLT",1.18348598642072,1.66393586727969,20785356,"Large",13.2021041914135,11.8704425979312
"DL","CMH",1.33843987721012,1.91336990927681,3704541,"Medium",14.7692307692308,9.56911024062675
"DL","COS",2.41138924935192,2.86295888404369,852204,"Small",31.3432835820896,7.16417910447761
"DL","CRW",2.84136267841105,2.57042382046812,203065,"Nonhub",13.946587537092,3.55029585798817
"DL","CVG",1.16979501418643,1.76989808728067,3680221,"Medium",14.3626570915619,10.6832298136646
"DL","DAB",2.39263772027081,2.48458731009493,344758,"Nonhub",15.6327543424318,11.0421836228288
"DL","DAL",2.29308571555882,2.26999003172002,7948408,"Large",11.377245508982,17.3965206958608
"DL","DAY",2.3534179893929,2.49006965003291,933907,"Small",13.1559497413156,9.98520710059172
"DL","DCA",1.20002536786861,1.4802051253392,11390840,"Large",14.0815187046343,12.5670241286863
"DL","DEN",1.2919958030769,1.39300428304591,28903645,"Large",15.3492095257154,14.994994994995
"DL","DFW",1.2547482040838,1.58449133441123,27862777,"Large",14.466869083765,12.2116931879135
"DL","DSM",2.40313256885556,2.64758755138053,1274917,"Small",11.7768595041322,8.67768595041322
"DL","DTW",1.41426574462438,1.86329069203688,15375391,"Large",12.3466899264824,14.2722419928826
"DL","ECP",2.22588320679308,2.17821679815299,464013,"Small",15.2671755725191,11.0941475826972
"DL","EGE",2.87726021326935,2.98959675403815,155172,"Nonhub",7.21649484536082,18.9473684210526
"DL","ELP",2.2909649010696,2.65642254924858,1466345,"Small",15.1796060254925,12.3112659698026
"DL","EVV",2.58647317439012,3.13997944715087,212335,"Nonhub",17.9878048780488,5.77507598784195
"DL","EWR",0.967004453150634,1.51768642420331,15327436,"Large",36.5370506236244,20.5984945841748
"DL","EYW",2.45826680563116,2.41895983324572,377068,"Small",8.20829655781112,10.9734513274336
"DL","FAI",2.33936528905762,2.6276960571978,570398,"Small",16.25,13.5338345864662
"DL","FAR",2.56691964935694,2.76268199246059,404546,"Small",12.3096446700508,7.09759188846641
"DL","FAY",2.41837973347748,2.81252304781406,238969,"Nonhub",13.8248847926267,7.14285714285714
"DL","FCA",2.73008468800084,2.54538484886229,270091,"Nonhub",7.94871794871795,6.92307692307692
"DL","FLL",0.954932776301074,0.979641601837061,12419785,"Large",16.3600108764615,15.8707100054476
"DL","FNT",2.34559182013468,2.74428539478868,389484,"Small",13.5,9.4
"DL","FSD",2.16211239506252,2.52380748038493,545134,"Small",14.7028154327424,6.89655172413793
"DL","GEG",2.15280566381197,2.29093790983755,1700983,"Small",13.167701863354,8.81987577639751
"DL","GNV",2.72136091213845,2.36451532020248,215774,"Nonhub",13.4228187919463,10.0671140939597
"DL","GPT",2.52568833756437,2.44555485188046,320129,"Nonhub",12.3973727422003,11.1842105263158
"DL","GRB",1.98432262457538,2.81044156744592,282847,"Nonhub",9.1644204851752,4.72334682860999
"DL","GRR",1.83618043648417,1.75804919411905,1405896,"Small",13.0221763795771,9.13312693498452
"DL","GSO",1.77353238530861,1.99689026144251,881109,"Small",14.1911460488209,8.52296235002069
"DL","GSP",1.62442389497317,2.15005882401681,1035938,"Small",16.1179991449337,9.49529512403764
"DL","GTF",2.82977965121237,3.13487517486062,171596,"Nonhub",19.7368421052632,6.57894736842105
"DL","HDN",2.63535631703139,2.8625500441656,94484,"Nonhub",15.6862745098039,39.2156862745098
"DL","HNL",1.33381824036037,1.97332762894606,7424983,"Medium",17.6299644817565,10.5365223012282
"DL","HOU",1.80707799665216,2.0906345608077,6337812,"Medium",13.5178286322512,10.2290889717635
"DL","HPN",2.80922720864559,2.69980748535868,757957,"Small",15.1515151515152,18.1818181818182
"DL","HSV",1.78703434034278,2.10757292433079,525772,"Small",12.7606752730884,9.02777777777778
"DL","IAD",1.65928998578963,1.89863270001335,7371602,"Medium",15.5357142857143,11.9685602000715
"DL","IAH",1.49656769775128,2.10930934520758,14625107,"Large",16.7451244115669,16.4028292354328
"DL","ICT",2.370352936838,2.68901087319812,809842,"Small",12.463768115942,9.46859903381643
"DL","ILM",2.80050170815815,3.10156728984288,418892,"Small",15.4727793696275,4.28571428571429
"DL","IND",1.11746299458696,1.6417870408393,4367415,"Medium",14.18,9.96996996996997
"DL","JAC",2.51681139740201,2.69256196032033,339024,"Nonhub",14.6527117031399,14.9809160305344
"DL","JAN",1.46022936516257,2.12250432394791,461213,"Small",16.4457535591556,11.2039312039312
"DL","JAX",0.982742181886052,1.0498454556431,2703132,"Medium",14.497565294378,9.96457041629761
"DL","JFK",0.808738137647133,1.55378269552797,13676143,"Large",24.7179101415578,21.4788491765188
"DL","JNU",2.95032225592953,3.15819945920575,431174,"Small",8.57142857142857,9.52380952380952
"DL","KOA",2.08441676587406,2.44208456343065,1681142,"Small",18.7079407806191,21.0027100271003
"DL","LAS",1.01462468124283,1.21576375677963,21754529,"Large",13.2733236707605,12.9101175034335
"DL","LAX",0.659515115353774,0.64915641136411,29409829,"Large",17.3861472672223,26.3666999500749
"DL","LEX",2.13489215847222,2.4489188205017,636052,"Small",12.5,8.73873873873874
"DL","LFT",2.54158632375372,3.15990359093158,201623,"Nonhub",13.3333333333333,4.34782608695652
"DL","LGA",0.770269625936231,0.809719622117057,13589163,"Large",23.6289281102023,20.8259764868007
"DL","LIH",2.31785825282804,2.55496351466506,1502050,"Small",21.2765957446809,15.4255319148936
"DL","LIT",1.73458591803556,1.92924096784497,987690,"Small",14.4165863066538,10.3664416586307
"DL","MCI",1.51049954188566,1.84662609549597,5775386,"Medium",11.8501529051988,10.0520195838433
"DL","MCO",0.79535122310827,1.1413422954572,19022844,"Large",16.0413237214055,14.942071785552
"DL","MDT",2.33128242871894,2.4999558883049,576917,"Small",12.5116713352007,9.62616822429907
"DL","MDW",1.7083750287071,2.18127347907358,10820348,"Large",12.6838966202783,10.5807478122514
"DL","MEM",1.30359139782485,1.70389533825798,2122447,"Medium",16.4737310774711,12.2048997772829
"DL","MHT",2.7202080549414,3.11466855600619,971670,"Small",20.7253886010363,6.49350649350649
"DL","MIA",1.00655059905522,1.34111362562971,10371722,"Large",18.7434990638652,18.9594172736733
"DL","MKE",1.48267276461677,1.68563547706141,3417379,"Medium",11.8148363354639,9.5967429236138
"DL","MLB",2.17631174216309,2.62024855115852,219086,"Nonhub",12.4539425202653,10.9144542772861
"DL","MOB",2.60913269152244,3.00438803656667,291486,"Nonhub",12.6106194690265,5.75221238938053
"DL","MSN",1.86454698287631,2.30720457380192,944899,"Small",11.6358658453114,7.73442847364819
"DL","MSO",2.47009956609719,2.54485050567589,384941,"Small",15.1693667157585,4.860088365243
"DL","MSP",1.2669352903566,1.58427591179566,17046950,"Large",12.2336274686356,12.4360647377342
"DL","MSY",1.10274408239916,1.37018806084585,6031426,"Medium",17.7297148367544,15.4989676531315
"DL","MTJ",2.76586343545004,2.91651027338747,122094,"Nonhub",2.85714285714286,11.4285714285714
"DL","MYR",2.49439788025591,2.3596011510015,1144900,"Small",12.0033812341505,9.04480135249366
"DL","OAJ",3.05028250858242,2.808236697525,158848,"Nonhub",12.0879120879121,12.0879120879121
"DL","OAK",2.12501484685317,2.58581785768556,6199519,"Medium",11.7595048629531,10.6984969053935
"DL","OGG",1.56204264858864,2.30343961412354,3264579,"Medium",17.0773152081563,8.071367884452
"DL","OKC",1.8717676321224,2.31130362981034,1956400,"Medium",12.9856306546035,8.04475226425146
"DL","OMA",1.82797166174849,2.06957236162771,2295573,"Medium",13.0049261083744,7.72264212947749
"DL","ONT",2.95306079843025,3.16791880640624,2232571,"Medium",11.6352201257862,3.13479623824451
"DL","ORD",0.974402341681373,1.10996041712436,32397952,"Large",14.5148771021992,16.304347826087
"DL","ORF",1.68847669990288,1.98362410000057,1715525,"Small",15.255376344086,11.6122517670818
"DL","PBI",1.08525744543707,1.11604743395049,3038458,"Medium",17.7621032382174,18.5214881334189
"DL","PDX",1.45082553500301,1.61141472401243,9091341,"Large",14.5569620253165,12.2884271363699
"DL","PHF",2.98649585441503,3.06723301676325,198516,"Nonhub",14.2857142857143,5.71428571428571
"DL","PHL",1.08080301778768,1.64024972091826,12609106,"Large",17.1714201705381,12.5937913785494
"DL","PHX",1.05278231872797,1.17710566555111,20580907,"Large",14.1576086956522,10.7472826086957
"DL","PIT",1.50981538749323,1.87156505045426,4245874,"Medium",14.2229118179467,10.8464923634481
"DL","PNS",1.77420968814759,2.23470638135479,850198,"Small",14.2626262626263,11.6053376465831
"DL","PSC",2.80442665352496,2.96177297252653,371762,"Nonhub",9.05511811023622,3.93700787401575
"DL","PSP",2.42533624177418,2.6517607247951,869822,"Small",18.0451127819549,21.0526315789474
"DL","PVD",2.30164586171229,2.53107148179783,1883749,"Medium",13.6363636363636,12.874251497006
"DL","PWM",2.61465676873582,2.48286566219873,924703,"Small",16.5588615782665,15.8031088082902
"DL","RAP",2.564414021144,2.82359639508236,292303,"Nonhub",14.2857142857143,5.10204081632653
